year,state,sector,sex,age,ind_lang,educ_years,hrs_wk,inc_m,USDist_km
2010,1,"Services",1,30,0,12,48,3600,600.6932
2010,1,"Services",0,16,0,9,98,4286,557.6143
2010,1,"Agriculture",0,19,0,10,24,1286,616.0118
2010,1,"Manufacturing",0,29,0,12,45,4286,550.4415
2010,1,"Services",0,38,0,9,40,4600,597.9345
2010,1,"Services",0,50,0,13,30,8000,561.4097
2010,1,"Agriculture",0,23,0,12,40,4286,576.3932
2010,2,"Services",0,63,0,6,24,2143,262.4229
2010,2,"Manufacturing",1,44,0,9,20,8571,90.35693
2010,2,"Services",0,21,0,12,48,5143,17.32809
2010,3,"Services",0,53,0,6,42,5143,789.9296
2010,3,"Services",0,41,0,9,48,6429,873.3539
2010,4,"Manufacturing",1,71,1,6,56,1071,935.03
2010,4,"Services",0,56,0,9,40,7100,990.4947
2010,4,"Services",1,34,0,3,136,4286,1003.844
2010,4,"Agriculture",0,46,0,6,98,5143,965.3533
2010,5,"Services",0,49,0,3,49,4714,194.0356
2010,5,"Manufacturing",0,21,0,16,48,3214,198.1734
2010,5,"Agriculture",0,63,0,3,60,3000,293.0302
2010,5,"Services",1,21,0,12,48,4071,188.0016
2010,5,"Agriculture",0,20,0,12,45,2571,376.8802
2010,5,"Services",1,55,0,11,40,4286,163.7008
2010,5,"Manufacturing",0,22,0,15,66,7714,67.92961
2010,5,"Services",1,35,0,16,25,6000,131.0172
2010,5,"Agriculture",0,69,0,3,35,1714,185.5017
2010,5,"Services",0,28,0,12,40,3857,313.8021
2010,5,"Services",1,43,0,8,24,2143,6.60933
2010,5,"Agriculture",0,48,0,16,72,6429,219.4536
2010,5,"Services",0,51,0,16,48,24000,92.10947
2010,5,"Services",0,52,0,9,35,3000,253.3858
2010,5,"Services",1,46,0,11,48,3000,169.2829
2010,5,"Services",0,35,0,9,39,4286,419.9296
2010,5,"Services",0,18,0,12,30,2571,72.06271
2010,6,"Services",1,43,0,18,50,8000,927.2943
2010,6,"Services",1,17,0,11,20,1400,935.5383
2010,6,"Agriculture",0,14,0,6,6,343,944.0714
2010,6,"Services",0,47,0,3,48,6429,960.2075
2010,6,"Services",0,60,0,12,32,30000,1027.323
2010,6,"Services",0,44,1,17,70,12000,919.9224
2010,7,"Manufacturing",0,23,0,9,70,3000,1128.036
2010,7,"Services",0,20,0,9,48,2400,1264.851
2010,7,"Agriculture",0,49,0,3,36,2571,1116.374
2010,7,"Services",1,53,1,1,70,1000,1074.673
2010,7,"Manufacturing",1,35,0,8,80,2143,1304.859
2010,7,"Agriculture",0,34,0,6,24,6400,1182.047
2010,7,"Services",0,29,1,3,54,300,1106.664
2010,7,"Agriculture",0,20,1,0,35,429,1098.607
2010,7,"Agriculture",0,15,0,6,36,1543,1222.485
2010,7,"Agriculture",0,15,1,4,48,1286,1108.55
2010,7,"Services",0,48,1,0,54,1286,1032.681
2010,7,"Agriculture",0,25,0,12,50,3000,1301.817
2010,7,"Agriculture",0,37,1,6,36,1286,1132.078
2010,7,"Services",1,25,0,3,45,1600,1027.433
2010,7,"Services",0,30,1,4,30,857,1091.773
2010,7,"Services",1,39,0,9,100,1500,1074.815
2010,7,"Services",1,33,0,3,28,1286,1236.468
2010,7,"Services",0,54,0,6,50,4286,1274.463
2010,7,"Services",0,42,0,6,30,857,1183.003
2010,7,"Services",1,24,1,12,60,4600,1044.459
2010,7,"Agriculture",0,44,1,3,36,1843,1071.805
2010,7,"Services",0,20,0,9,70,6429,1087.248
2010,7,"Agriculture",0,42,1,0,40,1500,1052.705
2010,7,"Agriculture",0,23,0,12,30,1286,1203.332
2010,7,"Services",0,42,0,12,70,2143,1166.568
2010,7,"Services",0,25,0,9,40,2143,1068.898
2010,7,"Manufacturing",0,26,1,4,60,2571,1077.261
2010,7,"Manufacturing",0,40,0,4,72,4286,1110.812
2010,7,"Services",1,20,0,9,40,1600,1348.003
2010,7,"Manufacturing",0,27,0,12,46,5143,1314.515
2010,7,"Agriculture",0,62,0,0,40,1714,1031.988
2010,7,"Services",0,40,1,17,40,7400,1060.174
2010,7,"Services",1,32,0,15,40,4000,1151.218
2010,7,"Services",0,31,0,16,60,5000,1095.017
2010,7,"Agriculture",0,27,1,0,77,1417,1160.49
2010,7,"Agriculture",0,17,0,0,56,1714,1157.157
2010,7,"Agriculture",0,48,1,9,48,6857,1087.035
2010,7,"Services",0,27,1,12,35,3000,1111.938
2010,7,"Agriculture",0,30,1,9,30,250,1109.024
2010,7,"Services",1,19,0,5,10,643,1265.719
2010,7,"Services",1,26,1,7,60,6429,1067.539
2010,8,"Services",1,27,0,10,40,3000,121.4973
2010,8,"Services",0,49,0,4,24,1543,275.6095
2010,8,"Services",1,27,0,10,40,2571,320.6446
2010,8,"Services",0,53,0,4,34,6000,311.1426
2010,8,"Services",0,60,0,9,64,4286,185.583
2010,8,"Agriculture",0,29,0,6,50,25000,280.7807
2010,8,"Manufacturing",1,50,0,6,24,2571,180.4188
2010,8,"Services",1,34,0,17,35,4000,429.8185
2010,8,"Services",1,59,0,0,1,214,190.9964
2010,8,"Agriculture",0,24,0,6,60,4286,141.1313
2010,8,"Services",1,47,0,9,48,1066,291.7553
2010,8,"Services",0,23,0,7,30,9857,29.83639
2010,8,"Services",1,31,0,9,20,3000,29.79134
2010,8,"Services",0,32,0,6,12,6000,282.4521
2010,8,"Services",0,18,0,12,48,3214,171.0442
2010,8,"Agriculture",0,52,0,9,50,3429,314.5122
2010,8,"Services",0,28,0,9,40,6857,290.3017
2010,8,"Services",1,24,0,10,15,900,231.801
2010,8,"Manufacturing",0,49,0,7,48,6857,326.6199
2010,9,"Manufacturing",0,34,0,10,48,6429,723.0373
2010,9,"Services",1,45,0,15,48,5000,743.5779
2010,9,"Services",1,53,0,17,35,15000,719.3757
2010,9,"Services",0,35,0,9,48,4200,730.359
2010,9,"Services",1,27,0,15,40,800,734.6133
2010,9,"Services",0,30,0,12,48,1714,748.4044
2010,9,"Manufacturing",1,30,0,6,36,3000,740.6537
2010,9,"Services",0,42,0,6,48,3600,741.1616
2010,9,"Services",1,36,0,8,55,2200,754.4653
2010,9,"Services",1,33,0,12,48,5000,746.6988
2010,9,"Services",0,31,0,16,30,8000,733.7305
2010,9,"Services",1,37,0,9,48,3000,727.9907
2010,9,"Services",1,18,0,10,30,1200,729.7401
2010,9,"Services",1,33,0,16,48,7000,726.7211
2010,10,"Services",0,26,0,8,35,6000,474.5557
2010,10,"Services",0,28,0,12,43,6857,573.7803
2010,10,"Manufacturing",1,30,0,9,45,3857,359.3846
2010,10,"Manufacturing",1,55,0,6,18,1286,509.8373
2010,10,"Services",0,45,0,17,48,20000,388.4612
2010,10,"Services",0,33,0,6,18,4286,323.6856
2010,10,"Services",0,42,0,10,30,3429,423.7854
2010,10,"Services",0,53,0,4,60,3429,646.4317
2010,10,"Services",0,20,0,13,12,1029,436.1982
2010,10,"Manufacturing",0,18,0,9,40,2143,578.0001
2010,10,"Manufacturing",0,39,0,8,72,3429,475.0348
2010,10,"Services",1,31,0,12,30,200,487.8526
2010,11,"Services",1,22,0,13,40,7286,620.8721
2010,11,"Services",0,20,0,12,40,5571,666.0049
2010,11,"Services",1,36,0,12,40,4286,641.6797
2010,11,"Services",0,49,0,3,20,2143,606.027
2010,11,"Services",1,38,0,9,8,514,686.9897
2010,11,"Services",0,52,0,6,40,2143,635.447
2010,11,"Manufacturing",0,19,0,3,70,2143,583.3549
2010,11,"Agriculture",0,23,0,6,54,3000,716.7013
2010,11,"Services",0,27,0,16,56,21429,668.3053
2010,11,"Services",1,44,0,9,50,3000,663.1005
2010,11,"Services",1,18,0,9,48,2571,644.6589
2010,11,"Agriculture",0,21,0,0,36,2571,715.9845
2010,12,"Services",0,22,0,9,70,1286,1007.945
2010,12,"Services",0,34,0,6,48,3214,905.5715
2010,12,"Services",1,49,0,13,23,6000,938.4301
2010,12,"Agriculture",0,47,0,3,24,1286,910.8433
2010,12,"Agriculture",0,65,0,12,48,3000,1012.89
2010,12,"Agriculture",0,40,0,1,14,1071,838.8105
2010,12,"Agriculture",0,20,0,8,48,2571,1040.813
2010,12,"Agriculture",0,20,1,7,80,2143,933.4567
2010,12,"Manufacturing",0,55,0,17,48,24000,960.8041
2010,12,"Services",0,23,0,9,36,5800,1003.09
2010,12,"Services",0,25,0,17,40,5600,966.9335
2010,12,"Services",0,44,0,6,16,343,982.3473
2010,12,"Services",0,36,0,9,20,2143,937.4784
2010,12,"Services",0,32,0,0,45,7714,905.0748
2010,12,"Services",1,19,0,12,40,5000,1017.037
2010,12,"Services",0,40,0,6,24,1286,957.8195
2010,12,"Services",0,50,0,15,40,4600,931.0129
2010,12,"Services",0,21,0,9,60,3857,837.1788
2010,12,"Manufacturing",1,15,1,7,6,100,985.688
2010,12,"Manufacturing",0,59,1,0,30,771,992.3282
2010,12,"Services",0,50,1,12,35,4000,910.3427
2010,12,"Agriculture",0,80,0,0,70,2143,1024.191
2010,12,"Agriculture",0,36,1,6,24,643,940.1416
2010,12,"Services",1,28,1,9,50,2500,977.8942
2010,13,"Agriculture",0,31,0,6,84,2143,629.387
2010,13,"Agriculture",1,31,1,0,50,2571,630.8412
2010,13,"Services",0,17,0,9,84,8571,626.9273
2010,13,"Services",0,15,0,6,24,1286,611.3229
2010,13,"Manufacturing",0,20,0,12,50,8571,652.2939
2010,13,"Services",0,20,0,9,48,4286,631.7627
2010,13,"Manufacturing",0,51,0,6,40,400000,672.329
2010,13,"Services",1,16,1,6,66,3000,601.0283
